nohup: 忽略输入
2025-01-12 12:26:46.975748: I tensorflow/core/util/port.cc:110] oneDNN custom operations are on. You may see slightly different numerical results due to floating-point round-off errors from different computation orders. To turn them off, set the environment variable `TF_ENABLE_ONEDNN_OPTS=0`.
2025-01-12 12:26:47.027855: I tensorflow/core/platform/cpu_feature_guard.cc:182] This TensorFlow binary is optimized to use available CPU instructions in performance-critical operations.
To enable the following instructions: AVX2 AVX512F AVX512_VNNI FMA, in other operations, rebuild TensorFlow with the appropriate compiler flags.
2025-01-12 12:26:47.836925: W tensorflow/compiler/tf2tensorrt/utils/py_utils.cc:38] TF-TRT Warning: Could not find TensorRT
Namespace(add_num_times=2, alpha=0.4, anneal_cap=0.2, bert_mask_prob=0.3, best_metric='NDCG@10', block_num=2, cand_num=100, ch=True, context_window=2, dataset_path='data/KuaiRand/kuai.csv', decay_step=5, device='cpu', dilations=[1, 4], dropout=0.3, early_stop=True, embedding_size=32, epochs=100, eval=True, factor_num=128, gamma=0.5, hidden_size=128, hidden_size_list=[128, 128], init_method='default', is_mp=False, is_parallel=False, is_pretrain=1, item_min=10, k=20, kd=False, kernel_size=3, l2_emb=0.0, latent_dim=128, lifelong_eval=True, ll_max_itemnum=0, local_rank=None, loss_type='BPR', lr=0.0001, max_len=20, mess_dropout=0.1, metric_ks=[5, 20], model_name='ple', mtl_task_num=6, negsample_savefolder='./data/neg_data/', negsample_size=99, node_dropout=0.1, num_embedding=1, num_gpu=1, num_groups=4, num_heads=4, num_items=1, num_labels=1, num_ng=4, num_users=1, optimizer='default', pad_token=0, pretrain_path='', prun_rate=0, re_epochs=20, reg_1=0.0, reg_2=0.0, rho=0.5, sample='random', sample_method='high-pop', sample_ratio=0.3, save_path='./checkpoint/', seed=100, source_path='', target_path='', task=-1, task1_out=0, task2_out=0, task3_out=0, task4_out=0, task_name='mtl', task_num=4, temp=7, test_batch_size=4096, test_method='ufo', test_size=0.1, total_anneal_steps=1000, train_batch_size=4096, user_profile='gender', val_batch_size=4096, val_method='ufo', val_size=0.1111, valid_rate=100, weight_decay=0.0)
digit_columns: ['show_user_num', 'play_user_num', 'complete_play_user_num', 'valid_play_user_num'] to index
  0%|          | 0/4 [00:00<?, ?it/s] 25%|██▌       | 1/4 [00:00<00:00,  5.98it/s] 50%|█████     | 2/4 [00:00<00:00,  6.27it/s] 75%|███████▌  | 3/4 [00:00<00:00,  6.37it/s]100%|██████████| 4/4 [00:00<00:00,  6.45it/s]100%|██████████| 4/4 [00:00<00:00,  6.37it/s]
categorical_columns: ['user_id', 'video_id', 'follow_user_num_range', 'tab', 'fans_user_num_range', 'friend_user_num_range', 'author_id', 'video_type', 'music_type', 'show_user_num', 'play_user_num', 'complete_play_user_num', 'valid_play_user_num'] to index
  0%|          | 0/13 [00:00<?, ?it/s] 15%|█▌        | 2/13 [00:00<00:01,  9.58it/s] 23%|██▎       | 3/13 [00:00<00:01,  6.58it/s] 38%|███▊      | 5/13 [00:00<00:01,  7.47it/s] 46%|████▌     | 6/13 [00:00<00:01,  6.75it/s] 54%|█████▍    | 7/13 [00:01<00:00,  6.57it/s] 62%|██████▏   | 8/13 [00:01<00:00,  6.23it/s] 77%|███████▋  | 10/13 [00:01<00:00,  8.54it/s] 92%|█████████▏| 12/13 [00:01<00:00, 10.24it/s]100%|██████████| 13/13 [00:01<00:00,  8.53it/s]
0it [00:00, ?it/s]19it [00:00, 195.69it/s]
Epoch 1 train loss is 4.034, total scene, click auc is 0.621, like auc is 0.512, follow auc is 0.491, 5s auc is 0.637, 10s auc is 0.618, 18s auc is 0.606
Epoch 96 val loss is 2.127, scene 4, click auc is 0.718, like auc is 0.813, follow auc is 0.790, 5s auc is 0.712, 10s auc is 0.721, 18s auc is 0.721
Epoch 97 train loss is 2.126, total scene, click auc is 0.803, like auc is 0.877, follow auc is 0.885, 5s auc is 0.806, 10s auc is 0.806, 18s auc is 0.818
Epoch 97 val loss is 2.280, total scene, click auc is 0.769, like auc is 0.845, follow auc is 0.819, 5s auc is 0.775, 10s auc is 0.772, 18s auc is 0.787
Epoch 97 val loss is 2.126, scene 1, click auc is 0.659, like auc is 0.774, follow auc is 0.604, 5s auc is 0.675, 10s auc is 0.678, 18s auc is 0.701
Epoch 97 val loss is 2.126, scene 2, click auc is 0.722, like auc is 0.840, follow auc is 0.814, 5s auc is 0.712, 10s auc is 0.725, 18s auc is 0.751
Epoch 97 val loss is 2.126, scene 3, click auc is 0.731, like auc is 0.830, follow auc is 0.762, 5s auc is 0.733, 10s auc is 0.747, 18s auc is 0.765
Epoch 97 val loss is 2.126, scene 4, click auc is 0.718, like auc is 0.816, follow auc is 0.804, 5s auc is 0.712, 10s auc is 0.721, 18s auc is 0.721
Epoch 98 train loss is 2.125, total scene, click auc is 0.803, like auc is 0.877, follow auc is 0.887, 5s auc is 0.806, 10s auc is 0.806, 18s auc is 0.818
Epoch 98 val loss is 2.279, total scene, click auc is 0.768, like auc is 0.847, follow auc is 0.819, 5s auc is 0.774, 10s auc is 0.772, 18s auc is 0.787
Epoch 98 val loss is 2.125, scene 1, click auc is 0.660, like auc is 0.777, follow auc is 0.666, 5s auc is 0.676, 10s auc is 0.678, 18s auc is 0.702
Epoch 98 val loss is 2.125, scene 2, click auc is 0.722, like auc is 0.841, follow auc is 0.815, 5s auc is 0.710, 10s auc is 0.724, 18s auc is 0.751
Epoch 98 val loss is 2.125, scene 3, click auc is 0.730, like auc is 0.829, follow auc is 0.764, 5s auc is 0.732, 10s auc is 0.748, 18s auc is 0.765
Epoch 98 val loss is 2.125, scene 4, click auc is 0.717, like auc is 0.819, follow auc is 0.802, 5s auc is 0.711, 10s auc is 0.721, 18s auc is 0.721
Epoch 99 train loss is 2.125, total scene, click auc is 0.803, like auc is 0.878, follow auc is 0.885, 5s auc is 0.806, 10s auc is 0.806, 18s auc is 0.818
Epoch 99 val loss is 2.279, total scene, click auc is 0.769, like auc is 0.846, follow auc is 0.819, 5s auc is 0.774, 10s auc is 0.772, 18s auc is 0.787
Epoch 99 val loss is 2.125, scene 1, click auc is 0.659, like auc is 0.775, follow auc is 0.530, 5s auc is 0.675, 10s auc is 0.677, 18s auc is 0.701
Epoch 99 val loss is 2.125, scene 2, click auc is 0.722, like auc is 0.841, follow auc is 0.814, 5s auc is 0.712, 10s auc is 0.725, 18s auc is 0.751
Epoch 99 val loss is 2.125, scene 3, click auc is 0.731, like auc is 0.831, follow auc is 0.761, 5s auc is 0.733, 10s auc is 0.748, 18s auc is 0.765
Epoch 99 val loss is 2.125, scene 4, click auc is 0.718, like auc is 0.816, follow auc is 0.812, 5s auc is 0.711, 10s auc is 0.720, 18s auc is 0.720
Epoch 100 train loss is 2.124, total scene, click auc is 0.803, like auc is 0.879, follow auc is 0.887, 5s auc is 0.807, 10s auc is 0.806, 18s auc is 0.818
Epoch 100 val loss is 2.273, total scene, click auc is 0.768, like auc is 0.847, follow auc is 0.809, 5s auc is 0.774, 10s auc is 0.772, 18s auc is 0.787
Epoch 100 val loss is 2.124, scene 1, click auc is 0.657, like auc is 0.778, follow auc is 0.497, 5s auc is 0.674, 10s auc is 0.676, 18s auc is 0.698
Epoch 100 val loss is 2.124, scene 2, click auc is 0.722, like auc is 0.842, follow auc is 0.805, 5s auc is 0.711, 10s auc is 0.724, 18s auc is 0.750
Epoch 100 val loss is 2.124, scene 3, click auc is 0.730, like auc is 0.831, follow auc is 0.763, 5s auc is 0.732, 10s auc is 0.746, 18s auc is 0.765
Epoch 100 val loss is 2.124, scene 4, click auc is 0.718, like auc is 0.818, follow auc is 0.776, 5s auc is 0.711, 10s auc is 0.720, 18s auc is 0.720
